300k,,,,
,1 Place,2 Places,4 Places,8 Places
Seriell,278,,,
1D,391,318,756,498
2D,810,903,972,1194
,,,,
,1 Place,2 Places,4 Places,8 Places
Seriell,269,,,
1D,400,294,549,499
2D,811,981,1034,1043
,,,,
,1 Place,2 Places,4 Places,8 Places
Seriell,276,,,
1D,399,304,402,502
2D,818,1519,1111,1208
,,,,

Fastest,,,,
Seriell,269,,,
1D,391,294,402,498
2D,810,903,972,1043
,,,,
Average,,,,
Seriell,274.33,,,
1D,396.67,305.33,569,499.67
2D,813,1134.33,1039,1148.33
